transaction_amount,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label,Amount_to_Avg_Ratio,Intrusion_Score,Is_New_Account,intrusion_score,ratio_monto_vs_promedio,riesgo_compuesto_ip,transaction_type_Transfer,transaction_type_Withdrawal,payment_mode_NetBanking,payment_mode_UPI,payment_mode_Wallet,device_type_Web,device_type_iOS,device_location_Chennai,device_location_Delhi,device_location_Hyderabad,device_location_Mumbai,categoria_antiguedad_Menor_1_ano,categoria_antiguedad_1_a_2_anos,categoria_antiguedad_Veterana_gt_2anos,momento_del_dia_Manana,momento_del_dia_Tarde,momento_del_dia_Noche
32478.05,659.0,13.0,4.0,15049.17,0.0,0.262,9.0,0.0,2.1581289865155355,13.0,0.0,13.0,2.1579855908604353,1.31,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
37314.94,1190.0,23.0,0.0,12738.43,0.0,0.246,2.0,0.0,2.9293201752492264,2.0,0.0,2.0,2.9290902340214595,0.246,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29189.27,40.0,14.0,3.0,9812.57,0.0,0.586,8.0,0.0,2.974681454501726,11.0,0.0,11.0,2.9743783353050928,2.344,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48110.52,852.0,13.0,1.0,26002.96,1.0,0.978,3.0,0.0,1.8501939779163603,4.0,0.0,4.0,1.850122827446281,1.956,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
18774.79,1319.0,3.0,0.0,14586.71,0.0,0.974,9.0,0.0,1.2871161488779856,9.0,0.0,9.0,1.2870279159648774,0.974,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14321.32,1698.0,5.0,4.0,21748.6,1.0,0.982,5.0,1.0,0.6584938800658433,9.0,0.0,9.0,0.6584636039283481,4.91,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43436.53,345.0,6.0,0.0,21207.91,0.0,0.387,5.0,0.0,2.0481287406444104,5.0,0.0,5.0,2.0480321713845737,0.387,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11218.61,579.0,12.0,3.0,4168.53,0.0,0.914,4.0,1.0,2.691262867245768,7.0,0.0,7.0,2.6906174077174168,3.656,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
48162.97,322.0,16.0,4.0,1563.18,0.0,0.444,8.0,0.0,30.81089189984519,12.0,0.0,12.0,30.791194108094977,2.22,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
657.12,608.0,16.0,1.0,25214.9,0.0,0.511,1.0,0.0,0.026060781522036572,2.0,0.0,2.0,0.026059748016132676,1.022,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
48495.45,1156.0,3.0,0.0,14760.57,0.0,0.52,6.0,0.0,3.2854727154845644,6.0,0.0,6.0,3.28525014615654,0.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2205.84,1736.0,18.0,3.0,24321.56,0.0,0.064,7.0,0.0,0.09069484029807298,10.0,0.0,10.0,0.09069111146195137,0.256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
44562.6,874.0,19.0,1.0,8982.25,0.0,0.177,8.0,0.0,4.961184558434691,9.0,0.0,9.0,4.96063228786909,0.354,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
26408.67,380.0,12.0,4.0,25868.78,0.0,0.886,4.0,0.0,1.0208703309549194,8.0,0.0,8.0,1.0208308690680787,4.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
49648.59,814.0,8.0,0.0,24941.53,0.0,0.896,9.0,0.0,1.9905992134403943,9.0,0.0,9.0,1.990519406010537,0.896,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3736.14,323.0,1.0,2.0,11511.98,0.0,0.202,3.0,0.0,0.324543649311413,5.0,0.0,5.0,0.3245154599417353,0.6060000000000001,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
27715.02,37.0,19.0,3.0,12409.77,0.0,0.303,8.0,0.0,2.233322615971126,11.0,0.0,11.0,2.2331426656041486,1.212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
48466.66,1188.0,22.0,3.0,10591.68,0.0,0.83,5.0,0.0,4.575918079096045,8.0,0.0,8.0,4.575486090394499,3.32,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
26178.74,975.0,17.0,2.0,1141.19,1.0,0.204,5.0,0.0,22.939861022266232,7.0,0.0,7.0,22.91977691977692,0.612,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
31488.46,1263.0,23.0,1.0,20661.05,0.0,0.881,7.0,0.0,1.5240493585756774,8.0,0.0,8.0,1.5239755977746643,1.762,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34802.65,1582.0,19.0,3.0,8254.7,1.0,0.823,5.0,0.0,4.216101130265182,8.0,0.0,8.0,4.2155904405441085,3.292,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
22754.33,1039.0,16.0,1.0,26532.01,0.0,0.808,7.0,0.0,0.8576180244165446,8.0,0.0,8.0,0.8575857017353102,1.616,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
31396.53,482.0,6.0,4.0,26931.58,0.0,0.892,9.0,0.0,1.165788639210919,13.0,0.0,13.0,1.1657453537685583,4.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
29236.5,1351.0,16.0,2.0,21705.12,0.0,0.887,5.0,0.0,1.3469863331785312,7.0,0.0,7.0,1.3469242775770152,2.661,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
45062.84,1258.0,9.0,1.0,5528.76,0.0,0.917,2.0,0.0,8.150623286234163,3.0,0.0,3.0,8.149149330169843,1.834,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2320.05,1066.0,13.0,4.0,2769.85,1.0,0.88,6.0,0.0,0.8376085347582,10.0,0.0,10.0,0.8373062417669669,4.4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
14084.11,98.0,11.0,0.0,24511.75,0.0,0.607,9.0,0.0,0.5745860658663703,9.0,0.0,9.0,0.5745626255724062,0.607,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
47523.05,1367.0,11.0,3.0,26802.68,0.0,0.158,9.0,0.0,1.7730708272456337,12.0,0.0,12.0,1.7730046769697296,0.632,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
44518.68,49.0,16.0,2.0,10625.97,1.0,0.609,5.0,0.0,4.18961092493203,7.0,0.0,7.0,4.189216681707015,1.827,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
22810.05,690.0,18.0,0.0,10653.38,0.0,0.942,2.0,0.0,2.1411092066555404,2.0,0.0,2.0,2.1409082461860756,0.942,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31025.62,384.0,22.0,0.0,11769.25,1.0,0.968,6.0,0.0,2.636159483399537,6.0,0.0,6.0,2.6359355153883732,0.968,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13905.19,1331.0,13.0,0.0,24845.91,0.0,0.728,4.0,0.0,0.5596571025170742,4.0,0.0,4.0,0.5596345783037006,0.728,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
9446.65,1007.0,16.0,1.0,21241.45,0.0,0.694,4.0,0.0,0.4447271725800263,5.0,0.0,5.0,0.44470623680413507,1.388,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
23211.74,402.0,14.0,3.0,3747.09,0.0,0.938,3.0,1.0,6.194604346306067,6.0,0.0,6.0,6.192951610020037,3.752,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
17699.94,1051.0,20.0,2.0,19077.25,0.0,0.291,1.0,0.0,0.9278035356248935,3.0,0.0,3.0,0.9277549041447721,0.873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
29203.62,1560.0,5.0,3.0,392.35,0.0,0.151,9.0,1.0,74.43257295781827,12.0,0.0,12.0,74.24334562094826,0.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3932.85,141.0,18.0,3.0,21340.55,0.0,0.29,6.0,0.0,0.1842900018977955,9.0,0.0,9.0,0.18428136662988395,1.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
48721.02,299.0,21.0,3.0,22962.51,0.0,0.949,3.0,0.0,2.121763692209606,6.0,0.0,6.0,2.121671295024149,3.796,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
49311.23,1863.0,19.0,4.0,24466.96,0.0,0.212,1.0,0.0,2.0154212047593982,5.0,0.0,5.0,2.0153388349498695,1.06,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34923.18,815.0,5.0,4.0,18806.71,0.0,0.225,6.0,0.0,1.8569531831989754,10.0,0.0,10.0,1.8568544495847714,1.125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26828.01,218.0,5.0,4.0,5499.58,0.0,0.193,4.0,0.0,4.878192516519443,8.0,0.0,8.0,4.877305665947954,0.9650000000000001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
15510.9,336.0,3.0,4.0,23833.03,0.0,0.485,1.0,0.0,0.6508152761105072,5.0,0.0,5.0,0.6507879699740245,2.425,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40699.06,1001.0,0.0,3.0,27003.74,0.0,0.796,4.0,0.0,1.507163822492736,7.0,0.0,7.0,1.5071080114083675,3.184,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34252.32,512.0,18.0,3.0,19050.5,0.0,0.382,2.0,1.0,1.7979748563029843,5.0,0.0,5.0,1.7978804818518226,1.528,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8172.72,288.0,10.0,2.0,8326.02,0.0,0.1,3.0,0.0,0.9815878414896914,5.0,0.0,5.0,0.9814699616429406,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
45550.81,1415.0,6.0,2.0,5462.89,0.0,0.74,7.0,0.0,8.338225737659004,9.0,0.0,9.0,8.33669967733611,2.2199999999999998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
41135.74,797.0,1.0,2.0,7020.74,0.0,0.61,7.0,0.0,5.859174389024519,9.0,0.0,9.0,5.858339955623535,1.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47492.51,1016.0,3.0,2.0,605.44,0.0,0.479,5.0,0.0,78.44296709830867,7.0,0.0,7.0,78.31361717564803,1.4369999999999998,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
36299.69,961.0,5.0,2.0,404.04,0.0,0.964,2.0,0.0,89.84182259182259,4.0,0.0,4.0,89.6200128382382,2.892,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30690.09,1342.0,4.0,4.0,8981.45,0.0,0.47,9.0,0.0,3.417052925752523,13.0,0.0,13.0,3.4166725113972243,2.3499999999999996,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20941.24,1931.0,21.0,3.0,27696.5,0.0,0.733,9.0,0.0,0.756096979762786,12.0,0.0,12.0,0.756069681379186,2.932,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
46639.79,286.0,20.0,2.0,18677.69,0.0,0.159,9.0,0.0,2.497085560366405,11.0,0.0,11.0,2.496951874033993,0.477,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
43309.89,1109.0,8.0,1.0,11644.6,0.0,0.417,6.0,0.0,3.7193110969891623,7.0,0.0,7.0,3.7189917221955073,0.834,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2308.67,307.0,10.0,2.0,424.34,0.0,0.212,1.0,0.0,5.440613658858463,3.0,0.0,3.0,5.427822447924014,0.636,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1367.03,1858.0,17.0,2.0,29692.03,0.0,0.348,6.0,0.0,0.04604030105048392,8.0,0.0,8.0,0.04603875050811588,1.044,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
18854.35,1411.0,19.0,3.0,13729.75,0.0,0.48,8.0,0.0,1.373247874141918,11.0,0.0,11.0,1.3731478615516268,1.92,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
40537.14,442.0,16.0,4.0,29745.93,0.0,0.174,4.0,0.0,1.3627793785569993,8.0,0.0,8.0,1.36273356611926,0.8699999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
49364.44,1892.0,12.0,0.0,21632.18,0.0,0.803,6.0,0.0,2.2819909967465137,6.0,0.0,6.0,2.281885511052929,0.803,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7563.32,1019.0,22.0,3.0,1632.04,0.0,0.376,8.0,0.0,4.634273669762996,11.0,0.0,11.0,4.63143584970362,1.504,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29726.83,1145.0,16.0,4.0,25784.87,1.0,0.897,6.0,0.0,1.152878800629982,10.0,0.0,10.0,1.1528340909187862,4.485,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
19075.5,1811.0,21.0,1.0,15958.94,0.0,0.675,4.0,1.0,1.195286153090368,5.0,0.0,5.0,1.1952112601927074,1.35,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
48497.22,1105.0,9.0,0.0,13636.58,0.0,0.177,7.0,0.0,3.5564063716855694,7.0,0.0,7.0,3.5561455918132103,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
42113.84,326.0,17.0,4.0,22759.77,0.0,0.642,5.0,0.0,1.8503631627208885,9.0,0.0,9.0,1.8502818665625107,3.21,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
41924.52,1054.0,16.0,4.0,23266.55,0.0,0.023,1.0,0.0,1.8019225024767316,5.0,0.0,5.0,1.8018450588910306,0.11499999999999999,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
23461.22,1221.0,11.0,3.0,23913.25,0.0,0.807,3.0,0.0,0.9810970905251273,6.0,0.0,6.0,0.9810560648985438,3.228,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
20770.23,130.0,14.0,4.0,22840.04,0.0,0.974,3.0,0.0,0.9093780045919359,7.0,0.0,7.0,0.9093381912557397,4.87,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
13706.68,1375.0,18.0,2.0,19273.97,0.0,0.678,1.0,0.0,0.7111498046328805,3.0,0.0,3.0,0.7111129096439579,2.0340000000000003,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2865.96,662.0,21.0,4.0,20301.11,0.0,0.926,4.0,0.0,0.14117257627784885,8.0,0.0,8.0,0.14116562268650892,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
43242.88,313.0,14.0,0.0,25771.62,1.0,0.295,2.0,0.0,1.6779263391280796,2.0,0.0,2.0,1.6778612341314154,0.295,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40654.41,945.0,12.0,4.0,20747.16,0.0,0.424,1.0,0.0,1.9595168688148163,5.0,0.0,5.0,1.959422425892224,2.12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
49985.9,1480.0,6.0,1.0,3130.59,1.0,0.425,6.0,1.0,15.966926362123433,7.0,0.0,7.0,15.961827697750982,0.85,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
49832.01,1749.0,10.0,2.0,19400.47,0.0,0.112,7.0,0.0,2.5685980803557853,9.0,0.0,9.0,2.5684656884246397,0.336,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
27793.81,730.0,7.0,0.0,5182.81,0.0,0.796,4.0,0.0,5.36269128137053,4.0,0.0,4.0,5.361656773685763,0.796,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
38460.92,505.0,19.0,0.0,526.16,0.0,0.495,5.0,0.0,73.09738482590846,5.0,0.0,5.0,72.95872220957584,0.495,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
47241.05,1554.0,15.0,3.0,6503.58,0.0,0.49,9.0,0.0,7.263853139347868,12.0,0.0,12.0,7.262736410344711,1.96,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
42489.89,194.0,23.0,3.0,4716.71,0.0,0.668,8.0,0.0,9.00837448136519,11.0,0.0,11.0,9.00646500102804,2.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
12405.04,1980.0,22.0,2.0,3152.66,0.0,0.171,2.0,0.0,3.9347852289812417,4.0,0.0,4.0,3.933537540508489,0.513,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
22554.68,1914.0,10.0,0.0,6528.1,0.0,0.81,3.0,0.0,3.4550144758811903,3.0,0.0,3.0,3.454485304253266,0.81,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6501.51,897.0,23.0,1.0,16950.72,0.0,0.366,9.0,0.0,0.38355361896131845,10.0,0.0,10.0,0.38353099272522195,0.732,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
47704.85,817.0,4.0,4.0,4628.95,0.0,0.08,5.0,0.0,10.305760485639292,9.0,0.0,9.0,10.303534595405997,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
30328.42,341.0,6.0,4.0,8455.2,0.0,0.19,1.0,0.0,3.586954773393887,5.0,0.0,5.0,3.586530592937726,0.95,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
11470.71,722.0,15.0,4.0,25502.8,0.0,0.253,9.0,0.0,0.4497823768370532,13.0,0.0,13.0,0.4497647409405657,1.2650000000000001,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
33601.45,585.0,15.0,3.0,26652.73,0.0,0.178,8.0,0.0,1.2607132552650329,11.0,0.0,11.0,1.2606659555716966,0.712,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30925.51,359.0,19.0,0.0,10059.22,0.0,0.242,7.0,0.0,3.0743447305059437,7.0,0.0,7.0,3.0740391363210744,0.242,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
17940.23,847.0,16.0,0.0,26978.64,0.0,0.996,7.0,0.0,0.6649790352664182,7.0,0.0,7.0,0.6649543878272653,0.996,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5722.2,329.0,18.0,1.0,17613.26,0.0,0.538,8.0,0.0,0.32488023227954393,9.0,0.0,9.0,0.32486178811939875,1.076,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
33595.08,546.0,14.0,3.0,6868.42,0.0,0.603,4.0,0.0,4.891238450764514,7.0,0.0,7.0,4.890526419988879,2.412,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
26039.37,421.0,14.0,1.0,22653.37,0.0,0.166,7.0,0.0,1.1494700347012388,8.0,0.0,8.0,1.1494192952617972,0.332,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
38627.3,915.0,19.0,0.0,27670.61,0.0,0.044,8.0,0.0,1.3959685023206934,8.0,0.0,8.0,1.3959180546415624,0.044,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
26032.17,1189.0,20.0,4.0,19811.15,0.0,0.31,3.0,0.0,1.3140160969958834,7.0,0.0,7.0,1.3139497732452055,1.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
42616.47,1766.0,14.0,3.0,6119.79,0.0,0.77,2.0,0.0,6.963714441181805,5.0,0.0,5.0,6.962576726206912,3.08,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
27617.75,1837.0,2.0,3.0,2667.81,0.0,0.559,2.0,0.0,10.352217736645413,5.0,0.0,5.0,10.348338772711433,2.236,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28068.85,1684.0,11.0,3.0,6959.42,0.0,0.011,7.0,0.0,4.033216848530481,10.0,0.0,10.0,4.032637398317918,0.044,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
43838.85,542.0,5.0,4.0,10221.4,0.0,0.789,9.0,0.0,4.288928131175768,13.0,0.0,13.0,4.288508569416184,3.9450000000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20203.97,511.0,19.0,3.0,10078.69,0.0,0.104,8.0,0.0,2.00462262456728,11.0,0.0,11.0,2.004423747158891,0.416,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6744.06,1519.0,4.0,2.0,15006.52,0.0,0.44,7.0,0.0,0.44940865703707455,9.0,0.0,9.0,0.4493787114726484,1.32,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1487.69,1187.0,10.0,3.0,15204.56,0.0,0.999,9.0,0.0,0.09784498860868056,12.0,0.0,12.0,0.09783855379216551,3.996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
